"channel_id","videos_n","politics_n","hateful_n","misinfo_n","neutral_n","conservative_n","moderate_n","liberal_n","videos_log","politics_log","hateful_log","misinfo_log","neutral_log","conservative_log","moderate_log","liberal_log","politics_prop","hateful_prop","misinfo_prop","neutral_prop","conservative_prop","moderate_prop","liberal_prop","vidtopic_intl_affairs","vidtopic_gov_operations","vidtopic_civil_lib","vidtopic_dom_commerce","vidtopic_no_topic","vidtopic_law_crime","vidtopic_gun_control","vidtopic_defense","vidtopic_economy","vidtopic_technology","vidtopic_health","vidtopic_immigration","vidtopic_housing","vidtopic_transport","vidtopic_education","vidtopic_environment","vidtopic_energy","vidtopic_labor","vidtopic_public_lands","vidtopic_soc_welfare","vidtopic_foreign_trade","vidtopic_agric","vidtopic_intl_affairs_prop","vidtopic_gov_operations_prop","vidtopic_civil_lib_prop","vidtopic_dom_commerce_prop","vidtopic_no_topic_prop","vidtopic_law_crime_prop","vidtopic_gun_control_prop","vidtopic_defense_prop","vidtopic_economy_prop","vidtopic_technology_prop","vidtopic_health_prop","vidtopic_immigration_prop","vidtopic_housing_prop","vidtopic_transport_prop","vidtopic_education_prop","vidtopic_environment_prop","vidtopic_energy_prop","vidtopic_labor_prop","vidtopic_public_lands_prop","vidtopic_soc_welfare_prop","vidtopic_foreign_trade_prop","vidtopic_agric_prop","vidtopic_intl_affairs_log","vidtopic_gov_operations_log","vidtopic_civil_lib_log","vidtopic_dom_commerce_log","vidtopic_no_topic_log","vidtopic_law_crime_log","vidtopic_gun_control_log","vidtopic_defense_log","vidtopic_economy_log","vidtopic_technology_log","vidtopic_health_log","vidtopic_immigration_log","vidtopic_housing_log","vidtopic_transport_log","vidtopic_education_log","vidtopic_environment_log","vidtopic_energy_log","vidtopic_labor_log","vidtopic_public_lands_log","vidtopic_soc_welfare_log","vidtopic_foreign_trade_log","vidtopic_agric_log","channel_country","channel_view_count","channel_subscriber_count","channel_video_count","channel_society","channel_sociology","channel_knowledge","channel_politics","channel_religion","channel_entertainment","channel_film","channel_televisionprogram","channel_technology","channel_military","channel_vehicle","channel_hobby","channel_food","channel_tourism","channel_humour","channel_pet","channel_fashion","channel_business","channel_performingarts","channel_anygame","channel_anymusic","channel_anysports","channel_anyphysichealth","channel_ideostd","channel_elitetype","channel_ideocat","channel_susp","channel_view_count_log","channel_subscriber_count_log","channel_video_count_long","channel_days_creation","channel_days_creation_log"
"UCtc2KycB2DarenRrJCA55bQ",1790,1086,711,6,7,696,89,67,7.49052940206071,6.99117688712121,6.56807791141198,1.94591014905531,2.07944154167984,6.54678541076052,4.49980967033027,4.21950770517611,0.6067,0.3972,0.0034,0.0039,0.3888,0.0497,0.0374,10,271,454,51,54,30,17,6,9,23,0,20,5,1,12,0,1,4,0,0,0,4,0.0056,0.1514,0.2536,0.0285,0.0302,0.0168,0.0095,0.0034,0.005,0.0128,0,0.0112,0.0028,0.0006,0.0067,0,0.0006,0.0022,0,0,0,0.0022,2.39789527279837,5.605802066296,6.12029741895095,3.95124371858143,4.00733318523247,3.43398720448515,2.89037175789616,1.94591014905531,2.30258509299405,3.17805383034795,0,3.04452243772342,1.79175946922805,0.693147180559945,2.56494935746154,0,0.693147180559945,1.6094379124341,0,0,0,1.6094379124341,"US",682806015,1210000,7389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.50718877911029,"Other","Conservative",0,20.3417213596249,14.0061317440189,8.90788301394225,2462,7.80913539812054
"UCtdXoMN0UNmtNgFrUMAdW-g",1,1,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",662638,23300,206,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0208934088659,"Other","Liberal",0,13.403985626156,10.0562515570878,5.33271879326537,2796,7.93630269320196
"UCtd_xmQQv6uLeUnCdgAA0bg",55,24,19,2,3,1,2,5,4.02535169073515,3.2188758248682,2.99573227355399,1.09861228866811,1.38629436111989,0.693147180559945,1.09861228866811,1.79175946922805,0.4364,0.3455,0.0364,0.0545,0.0182,0.0364,0.0909,6,0,8,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1091,0,0.1455,0,0.1636,0,0,0.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,2.19722457733622,0,2.30258509299405,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GB",4506921,35300,331,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41069941202251,"Other","Liberal",0,15.3211249951108,10.471666571132,5.80513496891649,2948,7.98922140881528
"UCtdbWsnfA08KhSUO4amVLaQ",151,141,8,0,1,10,107,2,5.02388052084628,4.95582705760126,2.19722457733622,0,0.693147180559945,2.39789527279837,4.68213122712422,1.09861228866811,0.9338,0.053,0,0.0066,0.0662,0.7086,0.0132,15,4,3,63,0,0,1,1,21,3,0,0,0,1,0,0,4,0,0,0,0,2,0.0993,0.0265,0.0199,0.4172,0,0,0.0066,0.0066,0.1391,0.0199,0,0,0,0.0066,0,0,0.0265,0,0,0,0,0.0132,2.77258872223978,1.6094379124341,1.38629436111989,4.15888308335967,0,0,0.693147180559945,0.693147180559945,3.09104245335832,1.38629436111989,0,0,0,0.693147180559945,0,0,1.6094379124341,0,0,0,0,1.09861228866811,"US",1383928,25000,688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423747888377072,"Other","Moderate",0,14.1404371132658,10.1266711030504,6.53524127101366,2642,7.87966991460429
"UCtde1zLLN8dnOa-Bf-oXmyg",89,53,50,0,0,14,0,0,4.49980967033027,3.98898404656427,3.93182563272433,0,0,2.70805020110221,0,0,0.5955,0.5618,0,0,0.1573,0,0,1,1,45,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112,0.0112,0.5056,0,0.0112,0,0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,3.8286413964891,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",14796918,111000,430,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750045089355819,"Other","Conservative",0,16.5099295413871,11.6172944892629,6.06610809010375,2539,7.83991936001258
"UCtdtpfv3Ga4lqkxTiq3m4wQ",1,1,0,0,0,0,1,0,0.693147180559945,0.693147180559945,0,0,0,0,0.693147180559945,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NULL",2291219,19300,987,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131009689289057,"Other","Moderate",0,14.6445949847606,9.86791218702221,6.89568269774787,2201,7.69712131728263
"UCtdweFMJ5DGj7_q5IcpQhPQ",21,3,6,0,1,0,2,0,3.09104245335832,1.38629436111989,1.94591014905531,0,0.693147180559945,0,1.09861228866811,0,0.1429,0.2857,0,0.0476,0,0.0952,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476,0,0,0,0.0952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",5976936,69900,600,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.58173755061161,"Other","Liberal",0,15.603418787346,11.1548352342712,6.39859493453521,1221,7.10824413973154
"UCtehAp4VxQSHrbNvVHEZ89g",307,303,0,0,0,0,287,1,5.73009978297357,5.71702770140622,0,0,0,0,5.66296048013595,0.693147180559945,0.987,0,0,0,0,0.9349,0.0033,1,0,0,268,2,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,2,0,0.0033,0,0,0.873,0.0065,0,0,0,0.0326,0,0,0,0,0,0,0,0.013,0,0,0,0.0065,0,0.693147180559945,0,0,5.59471137960184,1.09861228866811,0,0,0,2.39789527279837,0,0,0,0,0,0,0,1.6094379124341,0,0,0,1.09861228866811,0,"US",10348386,57200,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585436913641809,"Other","Moderate",0,16.1523412201199,10.9543266597326,7.59689443814454,5098,8.53679972105516
"UCtfgTkbw1dELWFJ-DcCso9Q",1260,784,395,20,21,224,264,38,7.13966033596492,6.66568371778241,5.98141421125448,3.04452243772342,3.09104245335832,5.41610040220442,5.57972982598622,3.66356164612965,0.6222,0.3135,0.0159,0.0167,0.1778,0.2095,0.0302,59,53,213,11,202,39,6,20,29,55,0,10,6,3,3,0,3,6,1,2,0,6,0.0468,0.0421,0.169,0.0087,0.1603,0.031,0.0048,0.0159,0.023,0.0437,0,0.0079,0.0048,0.0024,0.0024,0,0.0024,0.0048,0.0008,0.0016,0,0.0048,4.0943445622221,3.98898404656427,5.36597601502185,2.484906649788,5.31320597904179,3.68887945411394,1.94591014905531,3.04452243772342,3.40119738166216,4.02535169073515,0,2.39789527279837,1.94591014905531,1.38629436111989,1.38629436111989,0,1.38629436111989,1.94591014905531,0.693147180559945,1.09861228866811,0,1.94591014905531,"NG",1736057,243000,645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.59186597078572,"Other","Conservative",0,14.3671275837826,12.4008208375406,6.4707995037826,1734,7.45876269238096
"UCtgPftkvL4UgmPkNS63agpw",30,0,0,0,0,0,0,0,3.43398720448515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",4018194,36600,258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.335529660598185,"Other","Moderate",0,15.2063433547872,10.5078308414206,5.55682806169954,5709,8.64997430265006
"UCtgTrj49wi_GrB3t1d9U8Fw",1660,787,43,0,530,95,43,21,7.41517510961329,6.66949808985788,3.78418963391826,0,6.27476202124194,4.56434819146784,3.78418963391826,3.09104245335832,0.4741,0.0259,0,0.3193,0.0572,0.0259,0.0127,491,37,12,1,51,4,5,58,5,16,0,9,1,3,1,0,3,0,1,0,3,1,0.2958,0.0223,0.0072,0.0006,0.0307,0.0024,0.003,0.0349,0.003,0.0096,0,0.0054,0.0006,0.0018,0.0006,0,0.0018,0,0.0006,0,0.0018,0.0006,6.19847871649231,3.63758615972639,2.56494935746154,0.693147180559945,3.95124371858143,1.6094379124341,1.79175946922805,4.07753744390572,1.79175946922805,2.83321334405622,0,2.30258509299405,0.693147180559945,1.38629436111989,0.693147180559945,0,1.38629436111989,0,0.693147180559945,0,1.38629436111989,0.693147180559945,"PL",6082174,23500,5716,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120839780347455,"Other","Moderate",0,15.6208729202353,10.0647982524184,8.65119947126397,2146,7.67182679787878
"UCti0ZaqHOd1IkWrVlaosaHw",445,29,6,0,6,1,19,1,6.10031895202006,3.40119738166216,1.94591014905531,0,1.94591014905531,0.693147180559945,2.99573227355399,0.693147180559945,0.0652,0.0135,0,0.0135,0.0022,0.0427,0.0022,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247,0.0382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,2.89037175789616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",31104135,329000,915,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084166153719173,"Other","Moderate",0,17.2528513586607,12.7038160692566,6.82001636467413,6391,8.76280248744611
"UCti62zhIncjq1va3UZ-zlcw",199,22,1,0,0,1,13,7,5.29831736654804,3.13549421592915,0.693147180559945,0,0,0.693147180559945,2.63905732961526,2.07944154167984,0.1106,0.005,0,0,0.005,0.0653,0.0352,0,0,4,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0201,0.005,0.0754,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,1.6094379124341,0.693147180559945,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,"NULL",4491538,46900,1128,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121636628572765,"Other","Moderate",0,15.3177059626817,10.7557942761687,7.02908756414966,5049,8.52714352226941
"UCtiEPcBB9PyJ_RsvLVH2LKQ",6,4,0,0,0,0,4,0,1.94591014905531,1.6094379124341,0,0,0,0,1.6094379124341,0,0.6667,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NULL",409357,4170,526,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559376358443414,"Other","Conservative",0,12.9223453577918,8.33591109419694,6.26720054854136,963,6.87109129461055
"UCtiec4EBNN3iiNgXHgykm9A",338,182,116,0,0,71,68,22,5.82600010738045,5.20948615284142,4.76217393479776,0,0,4.27666611901606,4.23410650459726,3.13549421592915,0.5385,0.3432,0,0,0.2101,0.2012,0.0651,7,15,64,24,17,19,1,2,1,12,0,2,1,0,1,0,0,5,0,0,0,0,0.0207,0.0444,0.1893,0.071,0.0503,0.0562,0.003,0.0059,0.003,0.0355,0,0.0059,0.003,0,0.003,0,0,0.0148,0,0,0,0,2.07944154167984,2.77258872223978,4.17438726989564,3.2188758248682,2.89037175789616,2.99573227355399,0.693147180559945,1.09861228866811,0.693147180559945,2.56494935746154,0,1.09861228866811,0.693147180559945,0,0.693147180559945,0,0,1.79175946922805,0,0,0,0,"US",11890945,101000,1063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24459798838725,"Other","Conservative",0,16.2912878281597,11.5228856967645,6.96979066990159,1463,7.28892769452126
"UCtiovhx7c5ON5bPVFfPaSZw",23,23,0,0,5,0,18,0,3.17805383034795,3.17805383034795,0,0,1.79175946922805,0,2.94443897916644,0,1,0,0,0.2174,0,0.7826,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.6957,0,0,0,0,0,0,0,0,0,0,0,0,0.2174,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,"CA",2283076,46900,400,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11525095630479,"Other","Liberal",0,14.6410346524946,10.7557942761687,5.99396142730657,1673,7.42297125104942
"UCtj7qT-lvSoAFSAV78sTvtw",52,45,0,0,31,1,9,3,3.97029191355212,3.8286413964891,0,0,3.46573590279973,0.693147180559945,2.30258509299405,1.38629436111989,0.8654,0,0,0.5962,0.0192,0.1731,0.0577,36,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6923,0,0,0,0.0385,0,0,0.1154,0,0,0,0,0,0,0,0,0.0192,0,0,0,0,0,3.61091791264422,0,0,0,1.09861228866811,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"NULL",19811230,32000,1159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.561661056873362,"Other","Liberal",0,16.8017595570773,10.3735224312936,7.05617528410041,3908,8.27103686579295
"UCtjV1_XU6gvPYyreaFScxBQ",325,42,0,0,20,0,6,7,5.78689738136671,3.76120011569356,0,0,3.04452243772342,0,1.94591014905531,2.07944154167984,0.1292,0,0,0.0615,0,0.0185,0.0215,6,0,0,0,6,0,0,0,0,15,0,0,0,0,2,0,1,0,0,0,0,0,0.0185,0,0,0,0.0185,0,0,0,0,0.0462,0,0,0,0,0.0062,0,0.0031,0,0,0,0,0,1.94591014905531,0,0,0,1.94591014905531,0,0,0,0,2.77258872223978,0,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0,"HK",287747064,351000,2377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42829150862254,"Other","Moderate",0,19.477592405688,12.7685443514468,7.77401507725073,5227,8.56178407474411
"UCtjct5Nth6On7J-xHccqh4w",170,168,4,0,0,3,152,1,5.14166355650266,5.12989871492307,1.6094379124341,0,0,1.38629436111989,5.03043792139244,0.693147180559945,0.9882,0.0235,0,0,0.0176,0.8941,0.0059,0,3,0,21,1,0,0,0,129,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0176,0,0.1235,0.0059,0,0,0,0.7588,0,0,0,0,0,0,0,0.0059,0.0059,0,0,0,0,0,1.38629436111989,0,3.09104245335832,0.693147180559945,0,0,0,4.86753445045558,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,"US",925440,17900,238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18416520140669,"Other","Conservative",0,13.7380256596389,9.79261185619019,5.47646355193151,889,6.79122146272619
"UCtkBRou7aswWT0xCfRRXbLQ",307,302,0,0,1,1,276,0,5.73009978297357,5.71373280550937,0,0,0.693147180559945,0.693147180559945,5.62401750618734,0,0.9837,0,0,0.0033,0.0033,0.899,0,52,1,0,185,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1694,0.0033,0,0.6026,0,0,0,0,0.1238,0,0,0,0.0033,0,0,0,0,0,0,0.0033,0,0,3.97029191355212,0.693147180559945,0,5.2257466737132,0,0,0,0,3.66356164612965,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,"US",2610183,22700,713,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919906724689819,"Other","Conservative",0,14.7749312748983,10.0301642553626,6.57088296233958,2061,7.63143166457691
"UCtlAFoYl2aWb6pMiHCctQHA",557,524,10,0,8,4,455,3,6.32435896238131,6.26339826259162,2.39789527279837,0,2.19722457733622,1.6094379124341,6.12249280951439,1.38629436111989,0.9408,0.018,0,0.0144,0.0072,0.8169,0.0054,1,10,0,358,3,2,0,0,83,6,0,0,1,2,1,0,4,1,0,1,0,0,0.0018,0.018,0,0.6427,0.0054,0.0036,0,0,0.149,0.0108,0,0,0.0018,0.0036,0.0018,0,0.0072,0.0018,0,0.0018,0,0,0.693147180559945,2.39789527279837,0,5.88332238848828,1.38629436111989,1.09861228866811,0,0,4.43081679884331,1.94591014905531,0,0,0.693147180559945,1.09861228866811,0.693147180559945,0,1.6094379124341,0.693147180559945,0,0.693147180559945,0,0,"US",102334185,1140000,3376,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33820159496191,"Other","Moderate",0,18.4437543490962,13.9465396975633,8.12474302038557,3267,8.09193345597989
"UCtlTe5QSiSvn-h96fOeevuQ",215,36,4,0,10,2,18,2,5.37527840768417,3.61091791264422,1.6094379124341,0,2.39789527279837,1.09861228866811,2.94443897916644,1.09861228866811,0.1674,0.0186,0,0.0465,0.0093,0.0837,0.0093,22,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0.1023,0.0047,0,0,0,0,0,0.0047,0.0047,0,0,0,0,0,0,0,0,0,0,0,0.0279,0,3.13549421592915,0.693147180559945,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,"SG",2674505,24600,1658,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.81310282144931,"Other","Liberal",0,14.7992752483609,10.1105423715008,7.41397029019044,2294,7.73848812249465
"UCtlZ4t6aS4rAJoPyYD9DGLA",63,60,1,0,1,2,24,26,4.15888308335967,4.11087386417331,0.693147180559945,0,0.693147180559945,1.09861228866811,3.2188758248682,3.29583686600433,0.9524,0.0159,0,0.0159,0.0317,0.381,0.4127,2,20,20,0,0,0,0,3,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0.0317,0.3175,0.3175,0,0,0,0,0.0476,0,0.0317,0,0.0794,0,0,0,0,0,0.0159,0,0,0,0,1.09861228866811,3.04452243772342,3.04452243772342,0,0,0,0,1.38629436111989,0,1.09861228866811,0,1.79175946922805,0,0,0,0,0,0.693147180559945,0,0,0,0,"US",680205,11500,402,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.654565000859117,"Other","Liberal",0,13.4301509724513,9.35018926709258,5.99893656194668,2714,7.90654723236804
"UCtlfyd1Xs9CtxfBNP9_IgAw",104,61,88,0,0,8,33,14,4.65396035015752,4.12713438504509,4.48863636973214,0,0,2.19722457733622,3.52636052461616,2.70805020110221,0.5865,0.8462,0,0,0.0769,0.3173,0.1346,20,7,19,0,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1923,0.0673,0.1827,0,0.0673,0.0096,0.0096,0.0096,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,2.07944154167984,2.99573227355399,0,2.07944154167984,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",51726083,223000,972,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31464881800624,"Other","Liberal",0,17.7614727383603,12.3149315347371,6.880384082186,5810,8.66750795207511
"UCtljMzVpFkUZgR3p-hdfnJA",4,1,0,0,1,0,0,0,1.6094379124341,0.693147180559945,0,0,0.693147180559945,0,0,0,0.25,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NULL",9120581,100000,17,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.508116097310497,"Other","Liberal",0,16.0260441758038,11.5129354649202,2.89037175789616,4954,8.50815244676409
"UCtlq3zO5hWiyIJpVA32lzww",113,99,1,0,73,5,17,2,4.7361984483945,4.60517018598809,0.693147180559945,0,4.30406509320417,1.79175946922805,2.89037175789616,1.09861228866811,0.8761,0.0088,0,0.646,0.0442,0.1504,0.0177,27,0,0,0,2,0,6,58,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0.2389,0,0,0,0.0177,0,0.0531,0.5133,0,0.0265,0,0,0,0,0.0088,0,0,0,0,0,0,0,3.3322045101752,0,0,0,1.09861228866811,0,1.94591014905531,4.07753744390572,0,1.38629436111989,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,"US",4339709,46000,306,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837527815052462,"Other","Conservative",0,15.2833180835675,10.7364184143654,5.7268477475872,4689,8.45318786144033
"UCtnFS8kY2D3VLaEtt_Jk2ZA",314,253,2,0,69,4,19,146,5.75257263882563,5.53733426701854,1.09861228866811,0,4.24849524204936,1.6094379124341,2.99573227355399,4.99043258677874,0.8057,0.0064,0,0.2197,0.0127,0.0605,0.465,2,82,30,2,4,10,0,1,11,9,0,6,7,0,31,0,1,4,4,4,0,5,0.0064,0.2611,0.0955,0.0064,0.0127,0.0318,0,0.0032,0.035,0.0287,0,0.0191,0.0223,0,0.0987,0,0.0032,0.0127,0.0127,0.0127,0,0.0159,1.09861228866811,4.4188406077966,3.43398720448515,1.09861228866811,1.6094379124341,2.39789527279837,0,0.693147180559945,2.484906649788,2.30258509299405,0,1.94591014905531,2.07944154167984,0,3.46573590279973,0,0.693147180559945,1.6094379124341,1.6094379124341,1.6094379124341,0,1.79175946922805,"US",9803658,36000,3229,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.922779420088988,"Other","Liberal",0,16.0982662413035,10.4913019948302,8.0802374162167,6355,8.75715452765661
"UCtnWlJ_4k2E90luVGfeArdg",172,105,1,0,16,1,23,50,5.15329159449778,4.66343909411207,0.693147180559945,0,2.83321334405622,0.693147180559945,3.17805383034795,3.93182563272433,0.6105,0.0058,0,0.093,0.0058,0.1337,0.2907,5,3,16,3,7,1,0,12,2,9,0,0,2,0,17,0,3,1,0,0,1,0,0.0291,0.0174,0.093,0.0174,0.0407,0.0058,0,0.0698,0.0116,0.0523,0,0,0.0116,0,0.0988,0,0.0174,0.0058,0,0,0.0058,0,1.79175946922805,1.38629436111989,2.83321334405622,1.38629436111989,2.07944154167984,0.693147180559945,0,2.56494935746154,1.09861228866811,2.30258509299405,0,0,1.09861228866811,0,2.89037175789616,0,1.38629436111989,0.693147180559945,0,0,0.693147180559945,0,"US",19443225,51700,5325,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.726563864156174,"Other","Liberal",0,16.783009289731,10.8532324026692,8.58035576637388,6248,8.74017672992908
"UCtnYSEGViOnb7k8ezUaWUww",661,536,224,4,4,161,157,41,6.49526555593701,6.28599809450886,5.41610040220442,1.6094379124341,1.6094379124341,5.08759633523238,5.06259503302697,3.73766961828337,0.8109,0.3389,0.0061,0.0061,0.2436,0.2375,0.062,69,67,179,3,34,2,0,44,17,4,0,9,1,0,4,0,7,2,0,0,8,0,0.1044,0.1014,0.2708,0.0045,0.0514,0.003,0,0.0666,0.0257,0.0061,0,0.0136,0.0015,0,0.0061,0,0.0106,0.003,0,0,0.0121,0,4.24849524204936,4.21950770517611,5.19295685089021,1.38629436111989,3.55534806148941,1.09861228866811,0,3.80666248977032,2.89037175789616,1.6094379124341,0,2.30258509299405,0.693147180559945,0,1.6094379124341,0,2.07944154167984,1.09861228866811,0,0,2.19722457733622,0,"AU",79743170,360000,862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16672291080467,"Other","Conservative",0,18.1943216658687,12.7938620882062,6.76041469108343,2570,7.85205020726589
