"channel_id","videos_n","politics_n","hateful_n","misinfo_n","neutral_n","conservative_n","moderate_n","liberal_n","videos_log","politics_log","hateful_log","misinfo_log","neutral_log","conservative_log","moderate_log","liberal_log","politics_prop","hateful_prop","misinfo_prop","neutral_prop","conservative_prop","moderate_prop","liberal_prop","vidtopic_intl_affairs","vidtopic_gov_operations","vidtopic_civil_lib","vidtopic_dom_commerce","vidtopic_no_topic","vidtopic_law_crime","vidtopic_gun_control","vidtopic_defense","vidtopic_economy","vidtopic_technology","vidtopic_health","vidtopic_immigration","vidtopic_housing","vidtopic_transport","vidtopic_education","vidtopic_environment","vidtopic_energy","vidtopic_labor","vidtopic_public_lands","vidtopic_soc_welfare","vidtopic_foreign_trade","vidtopic_agric","vidtopic_intl_affairs_prop","vidtopic_gov_operations_prop","vidtopic_civil_lib_prop","vidtopic_dom_commerce_prop","vidtopic_no_topic_prop","vidtopic_law_crime_prop","vidtopic_gun_control_prop","vidtopic_defense_prop","vidtopic_economy_prop","vidtopic_technology_prop","vidtopic_health_prop","vidtopic_immigration_prop","vidtopic_housing_prop","vidtopic_transport_prop","vidtopic_education_prop","vidtopic_environment_prop","vidtopic_energy_prop","vidtopic_labor_prop","vidtopic_public_lands_prop","vidtopic_soc_welfare_prop","vidtopic_foreign_trade_prop","vidtopic_agric_prop","vidtopic_intl_affairs_log","vidtopic_gov_operations_log","vidtopic_civil_lib_log","vidtopic_dom_commerce_log","vidtopic_no_topic_log","vidtopic_law_crime_log","vidtopic_gun_control_log","vidtopic_defense_log","vidtopic_economy_log","vidtopic_technology_log","vidtopic_health_log","vidtopic_immigration_log","vidtopic_housing_log","vidtopic_transport_log","vidtopic_education_log","vidtopic_environment_log","vidtopic_energy_log","vidtopic_labor_log","vidtopic_public_lands_log","vidtopic_soc_welfare_log","vidtopic_foreign_trade_log","vidtopic_agric_log","channel_country","channel_view_count","channel_subscriber_count","channel_video_count","channel_society","channel_sociology","channel_knowledge","channel_politics","channel_religion","channel_entertainment","channel_film","channel_televisionprogram","channel_technology","channel_military","channel_vehicle","channel_hobby","channel_food","channel_tourism","channel_humour","channel_pet","channel_fashion","channel_business","channel_performingarts","channel_anygame","channel_anymusic","channel_anysports","channel_anyphysichealth","channel_ideostd","channel_elitetype","channel_ideocat","channel_susp","channel_view_count_log","channel_subscriber_count_log","channel_video_count_long","channel_days_creation","channel_days_creation_log"
"UC--Ys7QEmCo5OXYF2jhH4nQ",88,7,12,0,0,2,1,2,4.48863636973214,2.07944154167984,2.56494935746154,0,0,1.09861228866811,0.693147180559945,1.09861228866811,0.0795,0.1364,0,0,0.0227,0.0114,0.0227,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,"US",767190,18500,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88426517438526,"Other","Liberal",0,13.5504910715128,9.8255800636596,4.26267987704132,5978,8.6960086088809
"UC-0LmMzjDI7CurtFFBUrvHQ",218,39,28,0,23,4,3,1,5.3890717298165,3.68887945411394,3.36729582998647,0,3.17805383034795,1.6094379124341,1.38629436111989,0.693147180559945,0.1789,0.1284,0,0.1055,0.0183,0.0138,0.0046,1,0,0,0,33,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046,0,0,0,0.1514,0.0092,0,0.0138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.52636052461616,1.09861228866811,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",34561755,97800,819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.396273292657037,"Other","Moderate",0,17.3582583107945,11.4906900809195,6.7093043402583,3078,8.0323601479245
"UC-2MJlKSq9_pYk5-bdvMhnw",1799,1218,7,0,660,6,14,368,7.49554194388426,7.10578612948127,2.07944154167984,0,6.49375383985169,1.94591014905531,2.70805020110221,5.91079664404053,0.677,0.0039,0,0.3669,0.0033,0.0078,0.2046,10,47,58,49,94,130,93,10,8,29,0,27,112,88,70,0,18,11,68,17,0,8,0.0056,0.0261,0.0322,0.0272,0.0523,0.0723,0.0517,0.0056,0.0044,0.0161,0,0.015,0.0623,0.0489,0.0389,0,0.01,0.0061,0.0378,0.0094,0,0.0044,2.39789527279837,3.87120101090789,4.07753744390572,3.91202300542815,4.55387689160054,4.87519732320115,4.54329478227,2.39789527279837,2.19722457733622,3.40119738166216,0,3.3322045101752,4.72738781871234,4.48863636973214,4.26267987704132,0,2.94443897916644,2.484906649788,4.23410650459726,2.89037175789616,0,2.19722457733622,"US",525367254,534000,76632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.495604159286159,"Other","Moderate",0,20.0796081093298,13.1881529905998,11.2467830723564,6515,8.78201596972194
"UC-2YHgc363EdcusLIBbgxzg",49,21,0,0,2,0,14,3,3.91202300542815,3.09104245335832,0,0,1.09861228866811,0,2.70805020110221,1.38629436111989,0.4286,0,0,0.0408,0,0.2857,0.0612,1,0,4,1,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0204,0,0.0816,0.0204,0.0816,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.6094379124341,0.693147180559945,1.6094379124341,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,"US",320168818,1680000,820,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.643034961661298,"Other","Liberal",0,19.5843589740225,14.3343049466174,6.71052310945243,6598,8.79467340138342
"UC-2rr91vVvIpAFq--8r7XNA",51,35,2,0,0,1,21,10,3.95124371858143,3.58351893845611,1.09861228866811,0,0,0.693147180559945,3.09104245335832,2.39789527279837,0.6863,0.0392,0,0,0.0196,0.4118,0.1961,3,1,12,0,11,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0588,0.0196,0.2353,0,0.2157,0,0,0,0.0196,0.0196,0,0,0,0,0,0,0,0.0196,0,0,0,0.0196,1.38629436111989,0.693147180559945,2.56494935746154,0,2.484906649788,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,"US",1378214,20900,524,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.958624753127138,"Other","Liberal",0,14.1362997416074,9.94755228369823,6.26339826259162,3323,8.10892415597534
"UC-30BJyAAObw1irWxu6IPkw",140,65,2,0,38,3,4,4,4.94875989037817,4.18965474202643,1.09861228866811,0,3.66356164612965,1.38629436111989,1.6094379124341,1.6094379124341,0.4643,0.0143,0,0.2714,0.0214,0.0286,0.0286,32,10,2,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2286,0.0714,0.0143,0,0.1071,0,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49650756146648,2.39789527279837,1.09861228866811,0,2.77258872223978,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RU",253172712,709000,1982,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.804598522782473,"Other","Liberal",0,19.3495824738644,13.4716122159505,7.5923661285198,3708,8.21851757748959
"UC-3Vp3Qy14wylC9WK8F1zUA",2209,1762,6,0,1455,0,7,93,7.7007477945118,7.47477218239787,1.94591014905531,0,7.28344822875663,0,2.07944154167984,4.54329478227,0.7976,0.0027,0,0.6587,0,0.0032,0.0421,25,116,21,51,375,267,142,30,41,32,0,3,42,110,69,0,26,31,20,26,2,7,0.0113,0.0525,0.0095,0.0231,0.1698,0.1209,0.0643,0.0136,0.0186,0.0145,0,0.0014,0.019,0.0498,0.0312,0,0.0118,0.014,0.0091,0.0118,0.0009,0.0032,3.25809653802148,4.76217393479776,3.09104245335832,3.95124371858143,5.92958914338989,5.59098698051086,4.96284463025991,3.43398720448515,3.73766961828337,3.49650756146648,0,1.38629436111989,3.76120011569356,4.70953020131233,4.24849524204936,0,3.29583686600433,3.46573590279973,3.04452243772342,3.29583686600433,1.09861228866811,2.07944154167984,"NULL",8404584,11600,32373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26608466404827,"Other","Liberal",0,15.944287948234,9.35884658027541,10.3851109104939,6270,8.74369111054302
"UC-3jIAlnQmbbVMV6gR7K8aQ",2013,1983,914,0,2,240,80,1445,7.60787807327851,7.59287028784482,6.81892406527552,0,1.09861228866811,5.48479693349065,4.39444915467244,7.27655640271871,0.9851,0.454,0,0.001,0.1192,0.0397,0.7178,303,670,372,50,26,29,7,31,49,41,0,40,16,7,16,0,12,66,1,10,3,1,0.1505,0.3328,0.1848,0.0248,0.0129,0.0144,0.0035,0.0154,0.0243,0.0204,0,0.0199,0.0079,0.0035,0.0079,0,0.006,0.0328,0.0005,0.005,0.0015,0.0005,5.71702770140622,6.50876913697168,5.92157841964382,3.93182563272433,3.29583686600433,3.40119738166216,2.07944154167984,3.46573590279973,3.91202300542815,3.73766961828337,0,3.71357206670431,2.83321334405622,2.07944154167984,2.83321334405622,0,2.56494935746154,4.20469261939097,0.693147180559945,2.39789527279837,1.38629436111989,0.693147180559945,"US",715201942,1300000,21951,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26334573884012,"Other","Liberal",0,20.3880754985425,14.0778755916622,9.99661353052561,5278,8.57149196482362
"UC-4h1XQ47sf0vbFwJvuBhEA",478,223,7,0,162,3,12,23,6.17170059741091,5.41164605185504,2.07944154167984,0,5.09375020080676,1.38629436111989,2.56494935746154,3.17805383034795,0.4665,0.0146,0,0.3389,0.0063,0.0251,0.0481,152,5,7,0,9,2,0,5,2,2,0,3,0,0,0,0,5,0,0,0,5,1,0.318,0.0105,0.0146,0,0.0188,0.0042,0,0.0105,0.0042,0.0042,0,0.0063,0,0,0,0,0.0105,0,0,0,0.0105,0.0021,5.03043792139244,1.79175946922805,2.07944154167984,0,2.30258509299405,1.09861228866811,0,1.79175946922805,1.09861228866811,1.09861228866811,0,1.38629436111989,0,0,0,0,1.79175946922805,0,0,0,1.79175946922805,0.693147180559945,"DE",35775807,348000,540,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.449862296929841,"Other","Moderate",0,17.3927824687562,12.7599606323157,6.29341927884648,6410,8.76577054398726
"UC-4zDbwRwcpxzQ0xN27aSmQ",19,0,2,0,0,0,0,0,2.99573227355399,0,1.09861228866811,0,0,0,0,0,0,0.1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",328271914,605000,533,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.360901725054098,"Other","Moderate",0,19.6093528320565,13.3129853899042,6.2803958389602,1549,7.34601020991329
"UC-5HLi3buMzdxjdTdic3Aig",2,2,0,0,0,0,2,0,1.09861228866811,1.09861228866811,0,0,0,0,1.09861228866811,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,"NULL",50228512,229000,2627,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192699940902155,"Other","Moderate",0,17.7320934114656,12.3414816493391,7.8739783796045,3022,8.01400499477946
"UC-5dIHmtQzHIdNCs7-bEdCA",180,137,7,2,0,5,119,1,5.19849703126583,4.92725368515721,2.07944154167984,1.09861228866811,0,1.79175946922805,4.78749174278205,0.693147180559945,0.7611,0.0389,0.0111,0,0.0278,0.6611,0.0056,26,0,0,7,24,0,0,1,26,1,0,0,0,0,0,0,3,0,2,0,4,10,0.1444,0,0,0.0389,0.1333,0,0,0.0056,0.1444,0.0056,0,0,0,0,0,0,0.0167,0,0.0111,0,0.0222,0.0556,3.29583686600433,0,0,2.07944154167984,3.2188758248682,0,0,0.693147180559945,3.29583686600433,0.693147180559945,0,0,0,0,0,0,1.38629436111989,0,1.09861228866811,0,1.6094379124341,2.39789527279837,"US",43754134,179000,2051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00036248036246,"Other","Conservative",0,17.5940966805874,12.0951466713995,7.62657020629066,4601,8.43424627059531
"UC-65LUa0DWwTY1i_81fMqyQ",325,135,0,0,82,0,37,16,5.78689738136671,4.91265488573605,0,0,4.4188406077966,0,3.63758615972639,2.83321334405622,0.4154,0,0,0.2523,0,0.1138,0.0492,4,0,3,7,52,10,3,0,16,0,0,1,20,2,0,0,0,0,3,0,0,3,0.0123,0,0.0092,0.0215,0.16,0.0308,0.0092,0,0.0492,0,0,0.0031,0.0615,0.0062,0,0,0,0,0.0092,0,0,0.0092,1.6094379124341,0,1.38629436111989,2.07944154167984,3.97029191355212,2.39789527279837,1.38629436111989,0,2.83321334405622,0,0,0.693147180559945,3.04452243772342,1.09861228866811,0,0,0,0,1.38629436111989,0,0,1.38629436111989,"UA",16594805,58900,530,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.60205636243595,"Other","Liberal",0,16.6246003127997,10.9836133474242,6.27476202124194,1730,7.45645455517621
"UC-6fKQvzJKHDT6FJs84iE7w",81,5,0,0,0,0,1,4,4.40671924726425,1.79175946922805,0,0,0,0,0.693147180559945,1.6094379124341,0.0617,0,0,0,0,0.0123,0.0494,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247,0,0.0123,0,0.0247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GB",3124572,44800,490,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17712265183051,"Other","Liberal",0,14.9548081918165,10.7099857395825,6.19644412779452,5732,8.65399423290838
"UC-6hQbH42glhFz_rzb0wm0g",183,177,0,0,16,0,160,1,5.21493575760899,5.18178355029209,0,0,2.83321334405622,0,5.08140436498446,0.693147180559945,0.9672,0,0,0.0874,0,0.8743,0.0055,0,0,0,164,6,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8962,0.0328,0,0,0,0.0219,0,0,0,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,5.10594547390058,1.94591014905531,0,0,0,1.6094379124341,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,"US",3783262,36600,865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801666949231376,"Other","Conservative",0,15.1460974227424,10.5078308414206,6.76388490856244,6436,8.76981787205262
"UC-6xx83XBwlIBuzI7D-WIcw",42,28,38,0,0,10,6,0,3.76120011569356,3.36729582998647,3.66356164612965,0,0,2.39789527279837,1.94591014905531,0,0.6667,0.9048,0,0,0.2381,0.1429,0,2,4,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476,0.0952,0.2619,0,0.2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,1.6094379124341,2.484906649788,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",2892476,26900,775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11292218676748,"Other","Conservative",0,14.8776237864194,10.1999187396202,6.65415252018322,4066,8.31066090590723
"UC-6z7xoEAfF885Up9axEKKw",323,240,12,0,1,2,224,0,5.78074351579233,5.48479693349065,2.56494935746154,0,0.693147180559945,1.09861228866811,5.41610040220442,0,0.743,0.0372,0,0.0031,0.0062,0.6935,0,0,0,0,204,11,0,1,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0.6316,0.0341,0,0.0031,0,0.0031,0,0,0,0.0217,0,0,0,0,0.0031,0,0,0,0,0,0,0,5.32300997913841,2.484906649788,0,0.693147180559945,0,0.693147180559945,0,0,0,2.07944154167984,0,0,0,0,0.693147180559945,0,0,0,0,"US",6046883,78800,1246,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533315919098506,"Other","Conservative",0,15.6150536560054,11.2746809661208,7.12849594568004,2534,7.83794891602528
"UC-75_Zh-CLF7hN8dM4EGEGA",118,17,2,0,3,0,4,10,4.77912349311153,2.89037175789616,1.09861228866811,0,1.38629436111989,0,1.6094379124341,2.39789527279837,0.1441,0.0169,0,0.0254,0,0.0339,0.0847,3,0,5,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0254,0,0.0424,0,0.0339,0,0,0,0,0.0169,0,0,0,0,0,0,0,0,0.0085,0,0,0,1.38629436111989,0,1.79175946922805,0,1.6094379124341,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,"GB",10648501,63200,959,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.06948381989605,"Other","Liberal",0,16.1809297829496,11.0540754027946,6.86693328446188,6217,8.7352035906187
"UC-8RQaIR5oZDFy8aZbw3mYw",137,96,34,0,10,3,69,9,4.92725368515721,4.57471097850338,3.55534806148941,0,2.39789527279837,1.38629436111989,4.24849524204936,2.30258509299405,0.7007,0.2482,0,0.073,0.0219,0.5036,0.0657,0,4,8,0,20,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292,0.0584,0,0.146,0.4307,0,0.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,2.19722457733622,0,3.04452243772342,4.0943445622221,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",824938,8060,365,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.341832629449128,"Other","Moderate",0,13.6230647231892,8.9947928972836,5.90263333340137,3002,8.00736706798333
"UC-8_qAhNVG8G1wxONMnYr3Q",694,643,33,0,78,34,275,191,6.54391184556479,6.46769872610435,3.52636052461616,0,4.36944785246702,3.55534806148941,5.62040086571715,5.25749537202778,0.9265,0.0476,0,0.1124,0.049,0.3963,0.2752,244,149,26,1,10,2,3,41,10,71,0,7,1,0,2,0,7,4,1,0,10,1,0.3516,0.2147,0.0375,0.0014,0.0144,0.0029,0.0043,0.0591,0.0144,0.1023,0,0.0101,0.0014,0,0.0029,0,0.0101,0.0058,0.0014,0,0.0144,0.0014,5.50125821054473,5.01063529409626,3.29583686600433,0.693147180559945,2.39789527279837,1.09861228866811,1.38629436111989,3.73766961828337,2.39789527279837,4.27666611901606,0,2.07944154167984,0.693147180559945,0,1.09861228866811,0,2.07944154167984,1.6094379124341,0.693147180559945,0,2.39789527279837,0.693147180559945,"US",12904681,75600,3444,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.520409508432769,"Other","Liberal",0,16.3731007492195,11.2332247895934,8.14467918344776,2520,7.83241092718792
"UC-8ugjpC5KUbsAmqayMknwQ",17,1,0,0,0,0,0,0,2.89037175789616,0.693147180559945,0,0,0,0,0,0,0.0588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",17335258,229000,203,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886012022235777,"Other","Conservative",0,16.6682530778607,12.3414816493391,5.31811999384422,2254,7.72090525193678
"UC-91UA-Xy2Cvb98deRXuggA",46,28,2,0,0,1,18,7,3.85014760171006,3.36729582998647,1.09861228866811,0,0,0.693147180559945,2.94443897916644,2.07944154167984,0.6087,0.0435,0,0,0.0217,0.3913,0.1522,0,0,0,4,7,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0.087,0.1522,0,0,0,0.0217,0,0,0,0,0,0,0,0,0.3043,0,0,0,0,0,0,0,1.6094379124341,2.07944154167984,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,"US",92361805,568000,1218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.637433160387979,"Other","Liberal",0,18.3412240961788,13.2498784582651,7.10578612948127,5334,8.58204416373585
"UC-9GZ7QHKOmLS0APnfz2g1Q",25,2,0,0,2,0,0,0,3.25809653802148,1.09861228866811,0,0,1.09861228866811,0,0,0,0.08,0,0,0.08,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US",6620250,92200,631,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.730253411592276,"Other","Liberal",0,15.7056438426023,11.4317262554729,6.44888939414686,6182,8.72955886955857
"UC-9J07yyuXQTx_uZQchtwsg",239,237,141,0,2,178,7,1,5.48063892334199,5.47227067367148,4.95582705760126,0,1.09861228866811,5.18738580584075,2.07944154167984,0.693147180559945,0.9916,0.59,0,0.0084,0.7448,0.0293,0.0042,7,148,17,0,4,2,1,10,4,0,0,4,0,0,1,0,1,0,0,0,0,0,0.0293,0.6192,0.0711,0,0.0167,0.0084,0.0042,0.0418,0.0167,0,0,0.0167,0,0,0.0042,0,0.0042,0,0,0,0,0,2.07944154167984,5.00394630594546,2.89037175789616,0,1.6094379124341,1.09861228866811,0.693147180559945,2.39789527279837,1.6094379124341,0,0,1.6094379124341,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,"US",15424276,546000,456,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85480546120083,"Other","Conservative",0,16.5514532546961,13.2103760862272,6.12468339089421,1828,7.51152464839087
"UC-9VK51GbTAQupIGeU3uuYw",29,20,1,0,4,2,1,11,3.40119738166216,3.04452243772342,0.693147180559945,0,1.6094379124341,1.09861228866811,0.693147180559945,2.484906649788,0.6897,0.0345,0,0.1379,0.069,0.0345,0.3793,0,3,1,0,3,2,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0.1034,0.0345,0,0.1034,0.069,0.0345,0,0,0,0,0,0.069,0,0.069,0,0,0,0,0,0,0,0,1.38629436111989,0.693147180559945,0,1.38629436111989,1.09861228866811,0.693147180559945,0,0,0,0,0,1.09861228866811,0,1.09861228866811,0,0,0,0,0,0,0,"NULL",344076,3640,384,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,12.748620748517,8.20001364817543,5.95324333428778,4915,8.50025047068593
"UC-9rwgd7-f2ZTbfm6SF1heA",62,36,0,0,11,0,7,0,4.14313472639153,3.61091791264422,0,0,2.484906649788,0,2.07944154167984,0,0.5806,0,0,0.1774,0,0.1129,0,10,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1613,0,0,0,0.0484,0,0,0.0806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,1.38629436111989,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GB",129854,141000,85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.531204804845945,"Other","Liberal",0,11.774173722318,11.8565222615337,4.45434729625351,4047,8.3059782109673
"UC-AdvAxaagE9W2f0webyNUQ",289,13,0,0,4,0,9,0,5.66988092298052,2.63905732961526,0,0,1.6094379124341,0,2.30258509299405,0,0.045,0,0,0.0138,0,0.0311,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138,0,0,0,0,0,0.0311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,"US",7400836,56500,2470,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0858503083325642,"Other","Moderate",0,15.8171036598863,10.9420136160929,7.81237820598861,3543,8.17301131172497
"UC-Ay6AYTEP4j0WRNpq_dZWQ",45,44,0,0,1,0,38,0,3.8286413964891,3.80666248977032,0,0,0.693147180559945,0,3.66356164612965,0,0.9778,0,0,0.0222,0,0.8444,0,3,0,0,24,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,0.5333,0,0,0,0,0.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,3.2188758248682,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,"KY",7368781,88700,99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466928732957831,"Other","Moderate",0,15.8127629859217,11.3930264421913,4.60517018598809,3052,8.02387999273488
"UC-BSVXejMFhhml4V_VyoGxg",1962,1335,3,0,1013,1,12,154,7.58222919427646,7.19743535409659,1.38629436111989,0,6.92165818415113,0.693147180559945,2.56494935746154,5.04342511691925,0.6804,0.0015,0,0.5163,0.0005,0.0061,0.0785,9,96,42,54,176,204,133,16,8,39,0,3,67,49,35,0,17,25,109,15,1,8,0.0046,0.0489,0.0214,0.0275,0.0897,0.104,0.0678,0.0082,0.0041,0.0199,0,0.0015,0.0341,0.025,0.0178,0,0.0087,0.0127,0.0556,0.0076,0.0005,0.0041,2.30258509299405,4.57471097850338,3.76120011569356,4.00733318523247,5.17614973257383,5.32300997913841,4.89783979995091,2.83321334405622,2.19722457733622,3.68887945411394,0,1.38629436111989,4.21950770517611,3.91202300542815,3.58351893845611,0,2.89037175789616,3.25809653802148,4.70048036579242,2.77258872223978,0.693147180559945,2.19722457733622,"US",238945468,202000,61485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.494798412011764,"Other","Moderate",0,19.2917459206827,12.2160279268661,11.0265647856038,6396,8.76358440945014
"UC-Bc-4nV2-Tk4Af2rqrmrjA",1,1,0,0,1,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RU",5080234530,9660000,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.00228187763022507,"Other","Moderate",0,22.3486232649908,16.0835043097084,6.81454289725996,3353,8.11790894238315
